"rt","key_press","trial_type","trial_index","trial_index_global","time_elapsed","internal_chunk_id","responses","experimental_goal_height","experimental_start_height","experimental_weeks_total","experimental_crop_type","experimental_crop_side","fixed_goal_height","fixed_start_height","fixed_weeks_total","fixed_crop_type","trial_kind","trial_number","stage","left_current_height","left_weeks_remaining","left_crop_type","right_current_height","right_weeks_remaining","right_crop_type","mean_left_growth_given_left","sd_left_growth_given_left","mean_left_growth_given_middle","sd_left_growth_given_middle","mean_left_growth_given_right","sd_left_growth_given_right","mean_right_growth_given_left","sd_right_growth_given_left","mean_right_growth_given_middle","sd_right_growth_given_middle","mean_right_growth_given_right","sd_right_growth_given_right","response","response_time","left_growth","right_growth","other_key_pressed","mouse_clicked"
"","","plant-game","0","200","1357588","0-0","","200","180","8","CORN CROP","Left","200","120","8","THISTLE WEED","experimental","87","1,2,3,4,5,6,7,8","180,212.80994515019762,230.59112600134375,263.1347920776567,300.6619524808698,311.2650471343835,355.696151415042,390.7668362292705","8,7,6,5,4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","120,137.825344659385,120.55021913429051,91.04930274529,128.77194748473457,139.60504309505902,146.85290892074596,181.83703690422487","8,7,6,5,4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","1677,2476,626,387,286,369,333,382","32.809945150197635,17.78118085114614,32.54366607631293,37.52716040321312,10.603094653513729,44.431104280658445,35.070684814228514,4.361968544961712","17.825344659385003,-17.27512552509448,-29.50091638900051,37.72264473944457,10.833095610324438,7.2478658256869455,34.98412798347893,46.94673578597684","0","0"
"461","86","text","0","201","1358179","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","202","1364751","0-0","","200","180","4","WHEAT CROP","Left","200","160","1","THISTLE WEED","experimental","88","1,2,3,4","180,218.63086014746133,199.7924980195922,231.44928697030068","4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","160,170,134.08823219089493,119.18727846193833","1,3,2,1","THISTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","0,1,0,0","1157,506,371,465","38.63086014746133,-18.838362127869132,31.656788950708496,-11.93314175977865","46.099779862609225,-35.91176780910508,-14.900953728956594,9.50945837255974","0","0"
"438","86","text","0","203","1365309","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","204","1373860","0-0","","200","160","1","WHEAT CROP","Left","200","190","8","NETTLE WEED","experimental","89","1,2,3,4,5,6,7,8","160,130,190.05092878035248,211.82158663280404,269.13545139765563,306.142671483826,300.57908144288893,302.21755434713845","1,7,6,5,4,3,2,1","WHEAT CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","190,207.84374990042355,231.84209337074833,255.71041004239694,253.16515252143208,263.6591009539846,242.32369994452404,236.8154899505004","8,7,6,5,4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","1,0,0,1,1,1,1,1","1566,650,306,427,270,202,155,328","-16.381458535809745,60.05092878035248,21.77065785245155,57.31386476485159,37.0072200861704,-5.563590040937054,1.6384729042494959,27.92176028794119","17.84374990042355,23.998343470324798,23.868316671648607,-2.54525752096487,10.493948432552493,-21.33540100946055,-5.508209994023648,25.045878613377287","0","0"
"231","86","text","0","205","1374190","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","206","1385934","0-0","","200","190","2","WHEAT CROP","Right","200","180","4","NETTLE WEED","experimental","90","1,2,3,4","180,190.61108739665804,187.34560879706441,223.63929185972987","4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","190,237.75103985842634,180,207.2189436308979","2,1,2,1","WHEAT CROP,WHEAT CROP,CORN CROP,CORN CROP","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","1,0,1,0","2247,1281,982,474","10.611087396658027,-3.2654785995936235,36.29368306266545,-7.096905622053651","47.75103985842633,-14.710577207194579,27.218943630897908,-43.110891015648335","0","0"
"120","86","text","0","207","1386194","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","208","1391229","0-0","","200","190","4","CORN CROP","Right","200","160","4","THISTLE WEED","experimental","91","1,2,3,4","160,183.24258871320046,192.40436590935482,189.93408055721557","4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","190,225.23632494547675,232.59472018086646,228.68022905005802","4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","1,0,0,0","841,540,824,456","23.242588713200448,9.161777196154365,-2.470285352139252,32.607285812989915","35.23632494547675,7.358395235389718,-3.914491130808429,-45.32780112006472","0","0"
"65","86","text","0","209","1391454","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","210","1397848","0-0","","200","160","4","WHEAT CROP","Left","200","190","4","THISTLE WEED","experimental","92","1,2,3,4","160,173.69087628193466,148.3710036977844,171.85787394204044","4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","190,193.93875285477804,194.52529342015023,231.14127593211202","4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","1,1,0,0","1116,1508,1006,315","13.690876281934667,-25.31987258415025,23.486870244256046,12.630864660113648","3.9387528547780555,0.5865405653721985,36.6159825119618,29.41602323413357","0","0"
"221","86","text","0","211","1398179","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","212","1406221","0-0","","200","160","8","WHEAT CROP","Left","200","160","1","NETTLE WEED","experimental","93","1,2,3,4,5,6,7,8","160,143.56283484434115,134.40478551105036,133.94226378852028,154.7410967576089,167.0986480817416,180.02071650628915,228.2713190085463","8,7,6,5,4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","160,130,161.47883785862643,173.96991327213925,176.15816607282443,229.60939947456805,237.47273717796526,271.37416224097564","1,7,6,5,4,3,2,1","NETTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","1,0,0,0,0,0,0,0","1247,400,552,344,373,414,162,137","-16.437165155658843,-9.158049333290784,-0.4625217225300844,20.798832969088608,12.3575513241327,12.922068424547547,48.25060250225714,29.81497975293196","-2.5546387859919273,31.478837858626438,12.49107541351283,2.1882528006851807,53.45123340174363,7.863337703397198,33.90142506301036,46.47822128659812","0","0"
"41","86","text","0","213","1406622","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","214","1412532","0-0","","200","120","2","CORN CROP","Left","200","160","1","NETTLE WEED","experimental","94","1,2","120,113.38236397670055","2,1","CORN CROP,CORN CROP","160,190","1,1","NETTLE WEED,THISTLE WEED","20,20","20,20","10,10","20,20","0,0","20,20","20,20","20,20","10,10","20,20","0,0","20,20","1,1","1219,1321","-6.61763602329945,7.687244877631532","-3.393766450406079,-30.566956906994967","0","0"
"101","86","text","0","215","1412773","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","216","1419716","0-0","","200","190","2","WHEAT CROP","Right","200","190","4","NETTLE WEED","experimental","95","1,2,3,4","190,176.8713924480634,169.80480368969387,175.79899852866225","4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","190,160.8781434430246,180,205.64338118054042","2,1,2,1","WHEAT CROP,WHEAT CROP,CORN CROP,CORN CROP","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,1,0","1127,414,833,623","-13.128607551936595,-7.06658875836954,5.994194838968369,-8.75605129038351","-29.12185655697538,-15.815831479576588,25.643381180540402,8.82015869057302","0","0"
"585","86","text","0","217","1420401","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","218","1427927","0-0","","200","120","4","CORN CROP","Left","200","180","2","THISTLE WEED","experimental","96","1,2,3,4","120,136.66691972618406,141.59182338278444,138.82006102465164","4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP","180,173.21971008594633,180,167.08258702227357","2,1,2,1","THISTLE WEED,THISTLE WEED,NETTLE WEED,NETTLE WEED","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","1,1,1,0","1098,813,899,452","16.66691972618405,4.924903656600366,-2.771762358132808,0.49420739364229505","-6.78028991405368,-12.370009849025202,-12.91741297772644,25.514604382526294","0","0"
"416","86","text","0","219","1428413","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","220","1437116","0-0","","200","120","2","CORN CROP","Left","200","190","4","NETTLE WEED","experimental","97","1,2,3,4","120,126.66773904063291,180,190.86563690266829","2,1,2,1","CORN CROP,CORN CROP,WHEAT CROP,WHEAT CROP","190,237.09132601249146,242.55989831651468,251.54712109872585","4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","0,1,1,1","968,1390,2475,503","6.667739040632908,2.274786817180598,10.865636902668292,16.05651301194528","47.09132601249146,5.468572304023214,8.98722278221119,-15.087827207446093","0","0"
"233","86","text","0","221","1437439","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","222","1450600","0-0","","200","180","4","WHEAT CROP","Right","200","190","8","NETTLE WEED","experimental","98","1,2,3,4,5,6,7,8","190,148.51659167909918,150.94347102325548,148.3597343114007,175.63387615757486,174.96186120054884,121.43100916354912,129.0921535388818","8,7,6,5,4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","180,156.39684795193418,177.20121229709076,208.22363463975665,160,175.22343209796588,186.206259756326,177.95707737683324","4,3,2,1,4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,1,1,1,0,0,0,1","2866,2326,455,543,302,527,407,384","-41.483408320900836,2.4268793441562977,-2.583736711854769,27.274141846174153,-0.672014957026012,-53.53085203699972,7.661144375332668,48.49211077918013","-23.60315204806582,20.80436434515658,31.022422342665884,34.37626980379283,15.22343209796589,10.982827658360115,-8.249182379492767,3.3669505375289788","0","0"
"114","86","text","0","223","1450814","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","224","1463099","0-0","","200","160","8","WHEAT CROP","Right","200","120","4","NETTLE WEED","experimental","99","1,2,3,4,5,6,7,8","120,172.06454442827277,139.99713032471993,148.38065829944665,160,151.15044333285758,134.56207031879805,147.99739902563377","4,3,2,1,4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","160,184.4687407234031,228.99995098973727,264.58124575733666,318.3096548896491,365.413878431707,407.5208288039542,419.2966175434648","8,7,6,5,4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","1,1,1,1,1,1,1,1","1032,509,582,463,4327,542,343,327","52.06454442827278,-32.06741410355284,8.383527974726725,35.93993528387159,-8.849556667142412,-16.58837301405952,13.435328706835728,35.16146846545486","24.46874072340311,44.531210266334156,35.58129476759936,53.72840913231245,47.10422354205791,42.1069503722472,11.77578873951057,-3.246718621870343","0","0"
"528","86","text","0","225","1463737","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","226","1471130","0-0","","200","160","4","CORN CROP","Right","200","160","1","THISTLE WEED","experimental","100","1,2,3,4","160,170,200.83651032893232,205.67702305253113","1,3,2,1","THISTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","160,196.34364578075412,188.56586081685765,198.68368821095942","4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","1,1,0,0","2037,539,455,255","19.946302492319163,30.836510328932334,4.840512723598793,7.622638588734528","36.34364578075413,-7.777784963896469,10.117827394101758,-6.153403103128614","0","0"
"321","86","text","0","227","1471591","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","228","1479505","0-0","","200","180","1","CORN CROP","Right","200","190","4","NETTLE WEED","experimental","101","1,2,3,4","190,258.61598111941987,282.0434170588904,281.0843138042427","4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","180,170,178.93313163030075,184.0469353270625","1,3,2,1","CORN CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","1,0,0,0","3197,443,95,52","68.61598111941984,23.427435939470488,-0.9591032546476963,-7.615438252959698","37.21763704218545,8.933131630300736,5.1138036967617415,-14.589214410564622","0","0"
"226","86","text","0","229","1479837","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","230","1484394","0-0","","200","120","2","CORN CROP","Left","200","180","1","THISTLE WEED","experimental","102","1,2","120,93.68546602043206","2,1","CORN CROP,CORN CROP","180,190","1,1","THISTLE WEED,NETTLE WEED","20,20","20,20","10,10","20,20","0,0","20,20","20,20","20,20","10,10","20,20","0,0","20,20","1,1","913,511","-26.31453397956794,-6.911011931890538","-6.155515550474918,-25.179230827252873","0","0"
"128","86","text","0","231","1484722","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","232","1492076","0-0","","200","120","4","CORN CROP","Left","200","160","2","THISTLE WEED","experimental","103","1,2,3,4","120,99.26251584070576,97.19304722315117,126.70846919281931","4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP","160,168.78473160862896,180,218.59799295349592","2,1,2,1","THISTLE WEED,THISTLE WEED,NETTLE WEED,NETTLE WEED","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","1,1,0,0","2258,1128,506,472","-20.73748415929424,-2.0694686175545947,29.515421969668143,19.875681154409147","8.784731608628952,-0.8150090247626971,38.59799295349593,14.779662919528253","0","0"
"177","86","text","0","233","1492403","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","234","1500871","0-0","","200","190","1","CORN CROP","Right","200","120","1","NETTLE WEED","experimental","104","1","120","1","NETTLE WEED","190","1","CORN CROP","0","20","10","20","20","20","0","20","10","20","20","20","1","2846","22.250930926707245","34.671173329471884","0","0"
"528","86","text","0","235","1501569","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","236","1512081","0-0","","200","120","1","WHEAT CROP","Right","200","190","2","THISTLE WEED","experimental","105","1,2","190,182.8793984004667","2,1","THISTLE WEED,THISTLE WEED","120,190","1,1","WHEAT CROP,CORN CROP","0,0","20,20","10,10","20,20","20,20","20,20","0,0","20,20","10,10","20,20","20,20","20,20","0,0","4342,389","-7.1206015995333125,37.04764229412904","23.630600397651182,-15.607150465578783","0","0"
"482","86","text","0","237","1512703","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","238","1520972","0-0","","200","190","2","WHEAT CROP","Left","200","120","1","NETTLE WEED","experimental","106","1,2","190,185.26277208172576","2,1","WHEAT CROP,WHEAT CROP","120,190","1,1","NETTLE WEED,THISTLE WEED","20,20","20,20","10,10","20,20","0,0","20,20","20,20","20,20","10,10","20,20","0,0","20,20","0,0","3449,945","-4.73722791827425,29.17440866295302","31.144535075737103,7.502396268147599","0","0"
"218","86","text","0","239","1521320","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","240","1527212","0-0","","200","190","2","WHEAT CROP","Right","200","190","2","NETTLE WEED","experimental","107","1,2","190,209.5217533711829","2,1","NETTLE WEED,NETTLE WEED","190,200.68695558165354","2,1","WHEAT CROP,WHEAT CROP","0,0","20,20","10,10","20,20","20,20","20,20","0,0","20,20","10,10","20,20","20,20","20,20","1,0","2447,1253","19.521753371182925,-1.1843362162877549","10.686955581653523,13.048796856625241","0","0"
